0	0
1	0
2	1
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	2
11	0
12	3
13	0
14	0
15	0
16	0
17	0
18	4
19	2
20	5
21	6
22	0
23	7
24	0
25	8
26	6
27	9
28	6
29	6
30	10
31	0
32	0
33	11
34	10
35	0
36	12
37	0
38	0
39	10
40	10
41	0
42	10
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	13
60	0
61	0
62	0
63	0
64	14
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	6
75	0
76	0
77	15
78	16
79	0
80	0
81	0
82	0
83	0
84	17
85	0
86	0
87	0
88	0
89	0
90	18
91	17
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
101	0
102	0
103	0
104	19
105	20
106	21
107	0
108	12
109	22
110	23
111	0
112	0
113	6
114	0
115	0
116	24
117	25
118	0
119	0
120	0
121	0
122	26
123	0
124	27
125	6
126	28
127	0
128	0
129	29
130	30
131	31
132	32
133	33
134	0
135	34
136	35
137	36
138	37
139	12
140	0
141	38
142	0
143	12
144	39
145	40
146	0
147	12
148	0
149	0
150	0
151	0
152	41
153	0
154	42
155	43
156	0
157	44
158	0
159	0
160	45
161	0
162	0
163	42
164	0
165	46
166	47
167	0
168	6
169	0
170	0
171	48
172	0
173	49
174	0
175	0
176	0
177	50
178	51
179	42
180	0
181	52
182	0
183	0
184	0
185	0
186	53
187	53
188	53
189	54
190	0
191	0
192	55
193	0
194	0
195	0
196	0
197	0
198	0
199	56
200	0
201	0
202	57
203	58
204	59
205	60
206	61
207	62
208	63
209	64
210	65
211	66
212	67
213	6
214	68
215	69
216	0
217	70
218	42
219	42
220	71
221	72
222	0
223	73
224	74
225	75
226	76
227	77
228	0
229	78
230	79
231	0
232	0
233	0
234	0
235	0
236	80
237	81
238	82
239	83
240	84
241	0
242	85
243	86
244	0
245	0
246	87
247	0
248	88
249	89
250	90
251	91
252	92
253	0
254	0
255	93
256	0
257	0
258	0
259	0
260	94
261	0
262	0
263	0
264	0
265	0
266	0
267	95
268	96
269	0
270	0
271	97
272	98
273	0
274	99
275	0
276	0
277	0
278	100
279	101
280	102
281	103
282	104
283	105
284	106
285	107
286	0
287	108
288	0
289	109
290	0
291	110
292	111
293	112
294	113
295	78
296	114
297	115
298	0
299	116
300	0
301	117
302	118
303	119
304	120
305	121
306	0
307	122
308	0
309	111
310	0
311	0
312	123
313	0
314	0
315	0
316	0
317	124
318	125
319	126
320	0
321	0
322	127
323	128
324	0
325	0
326	129
327	130
328	0
329	0
330	0
331	131
332	132
333	133
334	134
335	135
336	0
337	0
338	136
339	137
340	138
341	0
342	139
343	0
344	121
345	0
346	140
347	0
348	0
349	0
350	0
351	0
352	141
353	136
354	0
355	136
356	0
357	142
358	143
359	144
360	145
361	0
362	0
363	146
364	147
365	148
366	0
367	149
368	150
369	0
370	0
371	151
372	0
373	152
374	7
375	153
376	154
377	155
378	0
379	156
380	157
381	0
382	158
383	159
384	0
385	160
386	161
387	0
388	0
389	0
390	0
391	162
392	163
393	0
394	0
395	0
396	164
397	156
398	0
399	165
400	0
401	166
402	0
403	0
404	167
405	168
406	169
407	170
408	0
409	0
410	54
411	0
412	0
413	0
414	0
415	0
416	171
417	172
418	0
419	0
420	173
421	0
422	174
423	0
424	175
425	0
426	0
427	0
428	0
429	176
430	177
431	178
432	0
433	179
434	180
435	181
436	182
437	0
438	183
439	0
440	184
441	185
442	111
443	186
444	187
445	0
446	188
447	189
448	190
449	191
450	0
451	192
452	0
453	0
454	193
455	194
456	0
457	195
458	190
459	196
460	0
461	0
462	197
463	198
464	0
465	0
466	199
467	200
468	201
469	202
470	203
471	204
472	205
473	206
474	207
475	80
476	0
477	208
478	0
479	0
480	209
481	0
482	210
483	0
484	211
485	212
486	213
487	0
488	0
489	214
490	215
491	216
492	217
493	218
494	219
495	0
496	220
497	0
498	221
499	0
500	222
501	0
502	223
503	0
504	224
505	225
506	226
507	227
508	0
509	0
510	0
511	91
512	187
513	228
514	121
515	0
516	229
517	230
518	231
519	232
520	233
521	234
522	235
523	236
524	0
525	237
526	0
527	0
528	0
529	238
530	0
531	239
532	240
533	241
